,word,part
5490,new,JJ
5491,dental,JJ
5500,general,JJ
5501,medical,JJ
5509,similar,JJ
5548,social,JJ
5566,such,JJ
5570,social,JJ
5624,Similar,JJ
5681,social,JJ
5691,annual,JJ
5696,medical,JJ
5706,medical,JJ
5741,federal,JJ
5763,general,JJ
5788,social,JJ
5796,Full,JJ
5830,Full,JJ
5855,paid-for,JJ
5868,such,JJ
5931,medical,JJ
5935,needy,JJ
5998,modest,JJ
6004,essential,JJ
6014,sufficient,JJ
6016,deductible,JJ
6024,unnecessary,JJ
6050,absolute,JJ
6061,own,JJ
6096,ambitious,JJ
6098,costly,JJ
6102,federal,JJ
6111,medical,JJ
6113,dental,JJ
6122,medical,JJ
6125,dental,JJ
6150,young,JJ
6175,federal,JJ
6179,medical,JJ
6181,dental,JJ
6183,equal,JJ
6204,4-year,JJ
6271,federal,JJ
6285,new,JJ
6286,medical,JJ
6288,dental,JJ
6318,present,JJ
6324,federal,JJ
6339,initial,JJ
6344,stimulatory,JJ
6360,unspecified,JJ
6363,experimental,JJ
6399,national,JJ
6420,vocational,JJ
6432,medical,JJ
6469,unspecified,JJ
6481,direct,JJ
6495,indispensable,JJ
6499,sound,JJ
6523,Congressional,JJ
6542,social,JJ
6554,similar,JJ
6590,compulsory,JJ
6591,medical,JJ
6597,voluntary,JJ
6607,fair,JJ
6627,fine,JJ
6664,federal,JJ
6696,Customary,JJ
6739,immediate,JJ
6797,positive,JJ
6827,mutual,JJ
6831,past,JJ
6861,dramatic,JJ
6880,genuine,JJ
6898,noticeable,JJ
6919,long,JJ
6923,such,JJ
6970,conspicuous,JJ
6990,ready,JJ
7005,harsh,JJ
7011,noticeable,JJ
7017,general,JJ
7020,courteous,JJ
7025,basic,JJ
7027,unchanged,JJ
7045,bitter,JJ
7060,new,JJ
7074,such,JJ
7115,daily,JJ
7120,atomic,JJ
7143,negative,JJ
7184,inconclusive,JJ
7201,clear,JJ
7209,various,JJ
7210,global,JJ
7224,new,JJ
7237,certain,JJ
7244,tactical,JJ
7251,present,JJ
7256,semipublic,JJ
7282,personal,JJ
7296,tentative,JJ
7298,exploratory,JJ
7304,ready,JJ
7312,firm,JJ
7316,global,JJ
7322,individual,JJ
7342,tremendous,JJ
7356,new,JJ
7384,profound,JJ
7395,foreign,JJ
7403,nuclear,JJ
7412,European,JJ
7484,general,JJ
7489,different,JJ
7497,such,JJ
7501,geographical,JJ
7506,apparent,JJ
7510,annual,JJ
7528,timely,JJ
7529,political,JJ
7557,underdeveloped,JJ
7565,conventional,JJ
7574,nuclear,JJ
7587,conventional,JJ
7600,difficult,JJ
7640,serious,JJ
7644,foreign,JJ
7664,docile,JJ
7673,military,JJ
7698,international,JJ
7729,neutral,JJ
7745,future,JJ
7757,apparent,JJ
7760,acceptable,JJ
7799,international,JJ
7839,basic,JJ
7844,previous,JJ
7861,military,JJ
7863,economic,JJ
7868,critical,JJ
7880,immediate,JJ
7890,free,JJ
7898,effective,JJ
7903,foreign,JJ
7935,critical,JJ
7947,conciliatory,JJ
8000,amateurish,JJ
8002,monumental,JJ
8103,responsible,JJ
8113,susceptible,JJ
8191,diplomatic,JJ
8204,constructive,JJ
8215,social,JJ
8219,totalitarian,JJ
8237,specific,JJ
8273,military,JJ
8320,diplomatic,JJ
8324,high,JJ
8325,official,JJ
8331,new,JJ
8344,formative,JJ
8350,Strenuous,JJ
8364,nuclear,JJ
8384,Foreign,JJ
8394,economic,JJ
8399,political,JJ
8422,naval,JJ
8430,useless,JJ
8445,military,JJ
8475,huge,JJ
8486,great,JJ
8512,military,JJ
8522,sufficient,JJ
8540,all-out,JJ
8600,pro-Western,JJ
8646,clear,JJ
8654,pro-Western,JJ
8672,acceptable,JJ
8684,trusting,JJ
8752,extraordinary,JJ
8757,rapid,JJ
8760,juvenile,JJ
8789,important,JJ
8792,national,JJ
8828,juvenile,JJ
8850,federal,JJ
8860,disturbing,JJ
8902,federal,JJ
8908,local,JJ
8932,special,JJ
8944,new,JJ
8968,juvenile,JJ
9016,civil,JJ
9024,full-time,JJ
9032,present,JJ
9046,willing,JJ
9066,possible,JJ
9074,civil,JJ
9083,general,JJ
9089,part-time,JJ
9109,full-time,JJ
9122,major,JJ
9127,civil,JJ
9135,federal,JJ
9144,full-time,JJ
9145,local,JJ
9201,willing,JJ
9205,full-time,JJ
9238,pertinent,JJ
9242,local,JJ
9263,full-time,JJ
9275,eligible,JJ
9280,federal,JJ
9283,financial,JJ
9291,sound,JJ
9292,civil,JJ
9305,such,JJ
9331,similar,JJ
9375,present,JJ
9378,civil,JJ
9390,willing,JJ
9458,critical,JJ
9479,Such,JJ
9480,vital,JJ
9490,available,JJ
9497,regular,JJ
9514,full-time,JJ
9535,civil,JJ
9575,local,JJ
9579,federal,JJ
9593,possible,JJ
9619,possible,JJ
9637,so-called,JJ
9639,blue,JJ
9656,deputy,JJ
9706,complete,JJ
9794,public,JJ
9809,general,JJ
9812,religious,JJ
9840,continuous,JJ
9845,local,JJ
9867,local,JJ
9877,blue,JJ
9917,recent,JJ
9930,similar,JJ
9946,colonial,JJ
9978,eligible,JJ
10006,large,JJ
10019,small,JJ
10029,essential,JJ
10067,great,JJ
10082,large,JJ
10124,vital,JJ
10139,Democratic,JJ
10149,independent,JJ
10203,free,JJ
10217,average,JJ
10224,right,JJ
10263,young,JJ
10316,right,JJ
10320,free,JJ
10362,national,JJ
10368,original,JJ
10376,major,JJ
10415,gross,JJ
10416,national,JJ
10514,industrial,JJ
10573,left,JJ
10577,right,JJ
10659,possible,JJ
10717,exact,JJ
10731,recent,JJ
10740,special,JJ
10756,special,JJ
10797,correct,JJ
10808,possible,JJ
10849,present,JJ
10926,non-partisan,JJ
10938,immediate,JJ
10972,present,JJ
11006,insurgent,JJ
11020,model,JJ
11021,municipal,JJ
11041,real,JJ
11067,false,JJ
11090,possible,JJ
11123,new,JJ
11129,guilty,JJ
11139,local,JJ
11147,special,JJ
11203,minor,JJ
11206,effective,JJ
11222,present,JJ
11235,Local,JJ
11245,heavy,JJ
11287,gubernatorial,JJ
11327,gubernatorial,JJ
11342,controversial,JJ
11398,apparent,JJ
11441,able,JJ
11474,mediocre,JJ
11497,major,JJ
11516,common,JJ
11534,proud,JJ
11542,proud,JJ
11575,dead,JJ
11588,personal,JJ
11592,past,JJ
11598,wrong,JJ
11629,old,JJ
11630,national,JJ
11660,open,JJ
11689,proper,JJ
11706,attractive,JJ
11708,new,JJ
11716,high,JJ
11730,Republican-controlled,JJ
11794,unhappy,JJ
11876,immediate,JJ
11880,new,JJ
11886,real,JJ
11989,American,JJ
12009,peace-loving,JJ
12013,free,JJ
12020,hard,JJ
12029,public,JJ
12033,such,JJ
12034,poor,JJ
12037,bad,JJ
12043,vicious,JJ
12055,new,JJ
12056,political,JJ
12107,gubernatorial,JJ
12150,local,JJ
12174,recent,JJ
12195,available,JJ
12203,dead,JJ
12209,desperate,JJ
12345,gubernatorial,JJ
12381,necessary,JJ
12423,10-year,JJ
12437,exclusive,JJ
12455,mandatory,JJ
12463,distasteful,JJ
12469,vital,JJ
12559,public,JJ
12680,private,JJ
12707,fire-fighting,JJ
12710,such,JJ
12741,central,JJ
12747,regular,JJ
12769,annual,JJ
12770,co-operative,JJ
12802,gubernatorial,JJ
12863,glad,JJ
12885,right,JJ
12887,just,JJ
12893,expedient,JJ
12925,popular,JJ
12936,liberal,JJ
12944,honest,JJ
13006,feeble,JJ
13039,full,JJ
13043,courageous,JJ
13072,strong,JJ
13090,clean,JJ
13146,representative,JJ
13172,large,JJ
13175,open,JJ
13181,urban,JJ
13215,open,JJ
13285,green,JJ
13331,sympathetic,JJ
13353,explicit,JJ
13362,strong,JJ
13364,dynamic,JJ
13369,afraid,JJ
13403,outgoing,JJ
13407,four-year,JJ
13422,wooden,JJ
13425,complete,JJ
13462,special,JJ
13489,original,JJ
13491,national,JJ
13498,early,JJ
13511,four-year,JJ
13515,national,JJ
13560,anti-organization,JJ
13575,favorable,JJ
13578,anti-organization,JJ
13589,bitter,JJ
13590,internal,JJ
13628,own,JJ
13692,serious,JJ
13740,apparent,JJ
13747,rival,JJ
13783,usual,JJ
13961,incumbent,JJ
14022,political,JJ
14060,definite,JJ
14076,public,JJ
14090,tangible,JJ
14144,political,JJ
14162,useless,JJ
14171,corrupt,JJ
14173,selfish,JJ
14176,popular,JJ
14183,political,JJ
14187,secret,JJ
14204,recent,JJ
14235,current,JJ
14264,public,JJ
14282,new,JJ
14286,ethical,JJ
14305,petty,JJ
14316,public,JJ
14323,new,JJ
14342,private,JJ
14393,major,JJ
14410,major,JJ
14459,uncertain,JJ
14521,strong,JJ
14530,conservative,JJ
14562,forty-year,JJ
14565,low,JJ
14614,religious,JJ
14644,quick,JJ
14668,parochial,JJ
14688,willing,JJ
14717,voluntary,JJ
14724,religious,JJ
14754,private,JJ
14755,voluntary,JJ
14762,private,JJ
14778,voluntary,JJ
14793,religious,JJ
14841,able,JJ
14882,American,JJ
14895,usual,JJ
14983,classical,JJ
14988,religious,JJ
15004,constitutional,JJ
15025,certain,JJ
15031,religious,JJ
15063,gay,JJ
15102,expansive,JJ
15106,successful,JJ
15115,under-developed,JJ
15144,economic,JJ
15146,technical,JJ
15148,military,JJ
15152,uncommitted,JJ
15163,economic,JJ
15178,annual,JJ
15186,under-developed,JJ
15190,modest,JJ
15233,professional,JJ
15246,responsible,JJ
15284,economic,JJ
15298,European,JJ
15304,such,JJ
15313,populous,JJ
15324,new,JJ
15348,long,JJ
15415,professional,JJ
15418,such,JJ
15420,political,JJ
15453,maximum,JJ
15468,additional,JJ
15472,additional,JJ
15478,unspecified,JJ
15507,war-ridden,JJ
15524,pro-Western,JJ
15525,royal,JJ
15554,pro-Communist,JJ
15580,plenary,JJ
15584,fourteen-nation,JJ
15614,optimistic,JJ
15663,future,JJ
15687,young,JJ
15698,two-hour,JJ
15706,cordial,JJ
15721,six-point,JJ
15827,new,JJ
15915,clerical,JJ
15919,general,JJ
15922,wholesale,JJ
15956,bleacher-type,JJ
15973,big,JJ
15985,decent,JJ
16015,oath-taking,JJ
16021,historic,JJ
16022,ceremonial,JJ
16033,original,JJ
16042,impressive,JJ
16051,commercial,JJ
16057,historic,JJ
16078,tremendous,JJ
16099,famous,JJ
16103,free,JJ
16108,easy,JJ
16126,great,JJ
16127,federal,JJ
16133,long,JJ
16137,seven-stories,JJ
16138,high,JJ
16140,Great,JJ
16155,old,JJ
16159,early,JJ
16189,presidential,JJ
16238,valuable,JJ
16258,federal,JJ
16300,historic,JJ
16333,presidential,JJ
16349,military,JJ
16388,respective,JJ
16508,political,JJ
16510,governmental,JJ
16524,political,JJ
16527,long,JJ
16536,worth,JJ
16544,immediate,JJ
16545,political,JJ
16589,previous,JJ
16592,public,JJ
16617,uncertain,JJ
16653,rough,JJ
16663,builtin,JJ
16674,steady,JJ
16693,eight-year,JJ
16715,special,JJ
16744,able,JJ
16751,strange,JJ
16753,successful,JJ
16762,legislative,JJ
16770,special,JJ
16792,regular,JJ
16794,special,JJ
16801,special,JJ
16806,likely,JJ
16817,restless,JJ
16820,special,JJ
16834,certain,JJ
16848,able,JJ
16860,necessary,JJ
16868,sensitive,JJ
16874,congressional,JJ
16883,congressional,JJ
16892,congressional,JJ
16896,historic,JJ
16909,likely,JJ
16922,longstanding,JJ
16939,national,JJ
16967,recent,JJ
16968,presidential,JJ
17012,titular,JJ
17029,national,JJ
17097,loyal,JJ
17103,uncertain,JJ
17115,probable,JJ
17134,usual,JJ
17156,difficult,JJ
17171,severe,JJ
17185,troublesome,JJ
17296,over-all,JJ
17310,curious,JJ
17318,major,JJ
17405,special,JJ
17443,special,JJ
17466,weary,JJ
17476,token,JJ
17515,ineffectual,JJ
17575,extra,JJ
17592,difficult,JJ
17595,certain,JJ
17642,unlikely,JJ
17664,perfect,JJ
17683,acute,JJ
17688,fiscal,JJ
17720,fiscal,JJ
17727,interesting,JJ
17741,fiscal,JJ
17771,special,JJ
17785,additional,JJ
17800,unpleasant,JJ
17822,alternative,JJ
17887,receptive,JJ
17898,constant,JJ
17906,new,JJ
17947,new,JJ
17955,genuine,JJ
17957,token,JJ
17997,private,JJ
18023,high,JJ
18045,low,JJ
18057,legitimate,JJ
18108,full,JJ
18194,sharp,JJ
18299,bankrupt,JJ
18391,preliminary,JJ
18566,full,JJ
18572,full,JJ
18585,maximum,JJ
18632,full,JJ
18678,Certain,JJ
18693,whole,JJ
18729,major,JJ
18789,wide,JJ
18800,new,JJ
18807,additional,JJ
18834,multi-family,JJ
18852,annual,JJ
18861,single,JJ
18893,additional,JJ
18944,pedigreed,JJ
18962,flat,JJ
19099,new,JJ
19164,hit-run,JJ
19173,open,JJ
19194,hit-run,JJ
19297,novel,JJ
19373,small,JJ
19385,small,JJ
19428,520-acre,JJ
19510,vehicular,JJ
19523,central,JJ
19534,entire,JJ
19535,two-and-a-half-mile,JJ
19549,original,JJ
19623,central,JJ
19640,multiple,JJ
19701,big,JJ
19774,left,JJ
19787,explosive,JJ
19801,left,JJ
19828,recent,JJ
19872,outspoken,JJ
19876,present,JJ
19916,responsible,JJ
19929,local,JJ
19977,active,JJ
19992,Turkish,JJ
19993,political,JJ
19998,military,JJ
20006,national,JJ
20026,indecisive,JJ
20038,political,JJ
20051,military,JJ
20070,general,JJ
20090,national,JJ
20101,new,JJ
20102,military,JJ
20126,military,JJ
20134,military,JJ
20172,final,JJ
20179,complete,JJ
20207,own,JJ
20215,temporary,JJ
20243,active,JJ
20244,military,JJ
20296,foreign,JJ
20301,sound,JJ
20302,political,JJ
20306,important,JJ
20321,economic,JJ
20353,annual,JJ
20376,own,JJ
20379,own,JJ
20384,own,JJ
20402,identical,JJ
20405,congenial,JJ
20472,necessary,JJ
20575,patient,JJ
20594,foreign,JJ
20602,Private,JJ
20606,effective,JJ
20617,able,JJ
20645,social,JJ
20661,primary,JJ
20683,positive,JJ
20691,civil,JJ
20778,atomic,JJ
20790,possible,JJ
20825,national,JJ
20830,sure,JJ
20842,fruitful,JJ
20909,national,JJ
20956,local,JJ
20963,possible,JJ
20993,high,JJ
21005,realistic,JJ
21066,important,JJ
21097,statewide,JJ
21121,public,JJ
21218,junior,JJ
21219,high,JJ
21243,900-student,JJ
21275,junior,JJ
21276,high,JJ
21318,new,JJ
21319,elementary,JJ
21465,Incumbent,JJ
21478,five-year,JJ
21481,Incumbent,JJ
21515,two-year,JJ
21557,general,JJ
21585,basic,JJ
21599,necessary,JJ
21604,modern,JJ
21638,general,JJ
21656,modern,JJ
21667,great,JJ
21680,willing,JJ
21693,minor,JJ
21706,entire,JJ
21710,new,JJ
21755,infallible,JJ
21757,authoritative,JJ
21791,sinless,JJ
21800,substitutionary,JJ
21807,bodily,JJ
21811,dead,JJ
21818,right,JJ
21838,consecutive,JJ
21839,two-year,JJ
21842,general,JJ
21873,forthcoming,JJ
21906,10-year,JJ
21928,national,JJ
21956,vital,JJ
21971,vital,JJ
21977,religious,JJ
21992,rapid,JJ
22052,national,JJ
22121,new,JJ
22195,new,JJ
22200,mature,JJ
22208,new,JJ
22211,strategic,JJ
22220,vocational,JJ
22235,new,JJ
22246,new,JJ
22253,ministerial,JJ
22263,well-established,JJ
22297,separate,JJ
22325,proper,JJ
22410,federal,JJ
22421,necessary,JJ
22508,winless,JJ
22520,straight,JJ
22581,big,JJ
22606,scoreless,JJ
22639,two-run,JJ
22767,wild,JJ
22897,scoreless,JJ
22898,three-inning,JJ
22909,6-foot-3-inch,JJ
22921,final,JJ
22999,consecutive,JJ
23029,short,JJ
23065,2-hour-and-27-minute,JJ
23096,right,JJ
23112,wild,JJ
23135,straight,JJ
23150,short,JJ
23162,hard,JJ
23203,long,JJ
23206,left,JJ
23230,close,JJ
23281,right,JJ
23290,slow-bouncing,JJ
23293,short,JJ
23310,difficult,JJ
23321,fast,JJ
23322,double,JJ
23334,390-foot,JJ
23340,left,JJ
23408,late,JJ
23430,ready,JJ
23432,belated,JJ
23443,high,JJ
23467,big,JJ
23469,22-year-old,JJ
23508,winless,JJ
23520,6-foot,JJ
23521,3-inch,JJ
23546,additional,JJ
23580,light,JJ
23595,good,JJ
23626,rangy,JJ
23647,defensive,JJ
23708,two-game,JJ
23725,veteran,JJ
23782,probable,JJ
23783,rival,JJ
23786,Twenty-one-year-old,JJ
23830,entire,JJ
23843,large,JJ
23853,famed,JJ
23889,military,JJ
23900,22-year-old,JJ
23911,bulky,JJ
23936,workable,JJ
23969,two-run,JJ
24001,pretty,JJ
24016,late,JJ
24028,festive,JJ
24036,seven-hit,JJ
24096,minor,JJ
24162,straight,JJ
24175,3-year-old,JJ
24179,promising,JJ
24206,early,JJ
24255,substantial,JJ
24259,early,JJ
24269,able,JJ
24287,bright,JJ
24290,brisk,JJ
24297,fast,JJ
24315,well-prepared,JJ
24417,swift-striding,JJ
24426,600-yard,JJ
24443,hot,JJ
24470,early,JJ
24475,young,JJ
24537,final,JJ
24551,annual,JJ
24557,final,JJ
24558,indoor,JJ
24573,slender,JJ
24575,bespectacled,JJ
24579,one-week-old,JJ
24592,nearby,JJ
24596,27-year-old,JJ
24679,left,JJ
24737,unearned,JJ
24786,26-year-old,JJ
24812,big,JJ
24842,valuable,JJ
24868,extra,JJ
24879,successful,JJ
24910,right,JJ
24937,quick,JJ
24945,208-pound,JJ
24947,6-foot,JJ
25034,right,JJ
25048,successful,JJ
25062,fine,JJ
25108,extra,JJ
25117,high,JJ
25200,statistical,JJ
25218,impressive,JJ
25267,ineligible,JJ
25366,extra,JJ
25384,dead,JJ
25437,short,JJ
25468,brilliant,JJ
25533,56-yard,JJ
25557,ready,JJ
25606,good,JJ
25642,happy,JJ
25666,big,JJ
25678,straight,JJ
25725,good,JJ
25752,particular,JJ
25756,defensive,JJ
25775,straight,JJ
25781,magnificent,JJ
25829,loose,JJ
25842,aerial,JJ
25846,late,JJ
25862,incomplete,JJ
25930,final,JJ
25935,long,JJ
25946,own,JJ
25997,sound,JJ
26005,doubtful,JJ
26030,blind,JJ
26080,able,JJ
26107,able,JJ
26159,good,JJ
26246,important,JJ
26320,special,JJ
26367,slowly-mending,JJ
26389,American,JJ
26408,short,JJ
26462,pre-season,JJ
26487,productive,JJ
26525,new,JJ
26580,defensive,JJ
26585,splendid,JJ
26594,able,JJ
26598,dangerous,JJ
26625,interior,JJ
26653,whole,JJ
26654,defensive,JJ
26658,good,JJ
26700,explosive,JJ
26746,quick,JJ
26750,final,JJ
26783,flashy,JJ
26824,loose,JJ
26833,speedy,JJ
26848,quick,JJ
26883,early,JJ
26900,big,JJ
26909,545-yard,JJ
26918,3-game,JJ
26932,new,JJ
26955,tough,JJ
26968,38-point,JJ
27005,per-game,JJ
27022,idle,JJ
27027,defensive,JJ
27057,various,JJ
27058,unofficial,JJ
27070,major,JJ
27075,own,JJ
27110,husky,JJ
27113,205-pound,JJ
27124,on-the-scene,JJ
27130,countless,JJ
27143,straight,JJ
27147,new,JJ
27157,straight,JJ
27165,full,JJ
27201,unusual,JJ
27402,left,JJ
27415,45-degree,JJ
27434,good,JJ
27442,spectacular,JJ
27459,good,JJ
27464,strong,JJ
27494,obvious,JJ
27515,dark,JJ
27532,exotic,JJ
27615,unanimous,JJ
27652,left,JJ
27775,high,JJ
27831,380-foot,JJ
27894,major,JJ
27914,run-scoring,JJ
27924,solid,JJ
28010,sudden,JJ
28043,official,JJ
28177,mad,JJ
28212,cold,JJ
28330,40-year-old,JJ
28348,record-tying,JJ
28349,4-homer,JJ
28359,remarkable,JJ
28371,national,JJ
28380,elderly,JJ
28382,hitless,JJ
28393,real,JJ
28407,2-score-year,JJ
28429,big,JJ
28433,modest,JJ
28435,happy,JJ
28440,new,JJ
28446,good,JJ
28458,slender,JJ
28463,all-time,JJ
28464,great,JJ
28497,superior,JJ
28501,gentlemanly,JJ
28502,fine,JJ
28521,beardown,JJ
28525,meaningless,JJ
28538,new,JJ
28565,all-out,JJ
28581,spectacular,JJ
28590,big,JJ
28688,big,JJ
28696,relative,JJ
28722,American,JJ
28729,pro-Yankee,JJ
28748,previous,JJ
28788,anemic,JJ
28794,windy,JJ
28821,distressing,JJ
28825,Denver-area,JJ
28829,privileged,JJ
28840,new,JJ
28879,major,JJ
28881,minor,JJ
28922,helpless,JJ
28928,nationwide,JJ
28972,irritable,JJ
28980,good,JJ
28985,minor,JJ
29037,powerful,JJ
29048,5-game,JJ
29059,humiliating,JJ
29090,15-hit,JJ
29120,2-run,JJ
29131,5-run,JJ
29144,3-run,JJ
29151,5-run,JJ
29185,long,JJ
29196,right,JJ
29250,2-run,JJ
29357,three-year,JJ
29416,defensive,JJ
29438,logical,JJ
29550,strong,JJ
29573,old,JJ
29584,three-year,JJ
29585,professional,JJ
29663,similar,JJ
29684,new,JJ
29730,official,JJ
29750,special,JJ
29773,annual,JJ
29875,final,JJ
29887,outstanding,JJ
29901,meritorious,JJ
29968,53-year-old,JJ
29972,prominent,JJ
29987,responsible,JJ
29990,imminent,JJ
30060,countless,JJ
30072,unable,JJ
30076,immediate,JJ
30106,major,JJ
30159,municipal,JJ
30177,local,JJ
30195,new,JJ
30277,minor,JJ
30279,professional,JJ
30290,old,JJ
30301,quiet,JJ
30310,local,JJ
30340,general,JJ
30349,big,JJ
30364,national,JJ
30423,metropolitan,JJ
30494,recent,JJ
30584,diamond-studded,JJ
30614,monstrous,JJ
30688,downtrodden,JJ
30739,final,JJ
30770,narrow,JJ
30774,508-yard,JJ
30790,majestic,JJ
30794,out-of-bounds,JJ
30818,opposite,JJ
30824,possible,JJ
30838,wayward,JJ
30857,nice,JJ
30858,round,JJ
30895,heartening,JJ
30905,evil,JJ
30943,secondary,JJ
30968,rock-strewn,JJ
31089,handy,JJ
31109,right,JJ
31131,small,JJ
31138,hot,JJ
31143,playable,JJ
31217,serious,JJ
31218,young,JJ
31225,serious,JJ
31232,inherent,JJ
31269,sure,JJ
31271,right,JJ
31312,soft,JJ
31314,spongy,JJ
31321,local,JJ
31368,wrong,JJ
31393,provisional,JJ
31414,provisional,JJ
31433,provisional,JJ
31458,god-like,JJ
31500,new,JJ
31554,professional,JJ
31563,constitutional,JJ
31574,fourteen-team,JJ
31579,home-and-home,JJ
31731,full,JJ
31818,won-lost,JJ
31841,possible,JJ
31858,eager,JJ
31875,current,JJ
31890,open,JJ
31946,stiff,JJ
31998,lengthy,JJ
32003,open,JJ
32060,sore,JJ
32065,ready,JJ
32096,good,JJ
32112,long,JJ
32133,extra,JJ
32266,dramatic,JJ
32275,great,JJ
32283,likely,JJ
32348,well,JJ
32354,even,JJ
32372,two-season,JJ
32420,so-so,JJ
32498,hot,JJ
32527,nine-game,JJ
32542,comparable,JJ
32577,lavish,JJ
32610,valuable,JJ
32632,special,JJ
32644,6-foot-10,JJ
32692,different,JJ
32698,tremendous,JJ
32758,good,JJ
32784,most-valuable,JJ
32822,all-round,JJ
32823,excellent,JJ
32829,ball-hawking,JJ
32830,defensive,JJ
32861,great,JJ
33030,final,JJ
33120,valuable,JJ
33163,super,JJ
33249,big,JJ
33309,busy,JJ
33342,true,JJ
33352,happy,JJ
33386,early,JJ
33398,frank,JJ
33424,10-year,JJ
33454,bull-necked,JJ
33455,blond,JJ
33460,sensational,JJ
33507,ultimate,JJ
33554,new,JJ
33562,perfect,JJ
33574,previous,JJ
33629,different,JJ
33639,rare,JJ
33668,apparent,JJ
33688,thrilling,JJ
33692,old,JJ
33697,possessive,JJ
33731,beautiful,JJ
33768,early,JJ
33787,mature,JJ
33836,proud,JJ
33850,162-game,JJ
33855,thin,JJ
33858,10-team,JJ
